age,c_charge_degree,race,age_cat,score_text,sex,priors_count,length_of_stay,days_b_screening_arrest,decile_score,two_year_recid
22,0,0,2,2,1,1,1,0.0,7,1
46,1,2,1,1,1,1,1,-1.0,1,1
50,1,2,1,1,1,0,15,0.0,2,1
46,0,0,1,0,1,2,1,-1.0,9,0
44,0,0,0,0,0,11,16,-1.0,8,1
35,1,0,0,2,1,4,30,-1.0,5,0
30,0,0,0,0,1,14,3,-1.0,9,1
42,0,0,0,2,1,2,1,-1.0,5,0
46,0,0,1,1,1,5,203,-1.0,1,1
42,0,0,0,0,1,0,35,0.0,10,1
29,0,2,0,0,1,7,2,-1.0,10,1
32,0,0,0,1,1,8,5,-1.0,4,0
31,0,5,0,2,1,5,4,-1.0,6,0
33,1,0,0,1,0,1,2,-1.0,1,0
25,0,2,0,1,1,4,184,-1.0,4,0
33,1,0,0,1,0,0,2,-1.0,1,0
21,0,3,2,2,1,1,1,-1.0,5,0
35,0,2,0,1,1,1,50,-1.0,1,1
56,0,0,1,1,1,1,3,-22.0,1,0
38,1,2,0,1,1,0,3,-1.0,3,1
40,1,0,0,1,0,4,2,-1.0,1,0
28,0,0,0,1,1,4,2,-1.0,4,0
51,1,0,1,1,1,0,2,-1.0,1,0
35,1,0,0,1,1,2,2,-1.0,2,0
61,0,0,1,1,1,5,13,-13.0,2,0
25,0,0,0,1,1,0,2,0.0,3,0
25,0,0,0,2,1,4,1,-1.0,7,1
26,1,0,0,2,1,0,1,0.0,5,0
42,1,2,0,1,1,1,3,-1.0,1,0
25,0,0,0,1,0,1,1,-10.0,4,0
26,1,0,0,0,1,13,0,-1.0,10,1
31,0,0,0,2,1,9,1,-1.0,7,0
35,0,2,0,1,1,1,2,-1.0,2,0
34,0,2,0,1,1,0,117,-1.0,1,0
33,1,2,0,1,0,1,1,-1.0,2,0
30,0,0,0,1,1,3,1,-1.0,2,0
50,1,0,1,1,0,7,2,-1.0,4,0
21,0,0,2,2,1,0,51,-1.0,5,0
31,0,3,0,0,1,16,483,0.0,10,1
31,0,0,0,2,1,2,4,-1.0,7,1
23,1,0,2,1,0,0,1,-1.0,4,0
25,0,0,0,2,1,1,2,0.0,6,0
24,0,2,2,2,0,1,2,-1.0,5,0
31,1,0,0,0,1,13,1,-1.0,10,1
60,0,0,1,1,1,0,3,-1.0,1,0
30,0,0,0,1,1,2,1,-1.0,2,0
32,1,5,0,1,0,0,1,-1.0,1,0
46,1,2,1,1,1,0,0,0.0,1,0
21,1,2,2,1,1,0,1,-1.0,4,1
35,0,0,0,0,1,0,2,-1.0,8,0
34,0,3,0,1,1,2,10,-1.0,3,1
41,0,1,0,0,1,2,162,-1.0,8,1
23,0,0,2,0,1,1,16,-1.0,10,1
23,0,0,2,2,1,3,2,-1.0,6,1
28,1,0,0,1,1,2,3,0.0,4,0
21,0,3,2,1,1,0,1,0.0,4,1
46,1,2,1,1,1,2,4,-1.0,4,0
56,0,0,1,1,1,1,1,-1.0,2,0
40,0,3,0,2,1,8,1,-1.0,5,1
30,0,3,0,1,1,5,3,-1.0,3,1
24,1,0,2,1,1,1,1,-1.0,4,1
33,1,2,0,1,0,0,1,-1.0,1,0
48,1,2,1,0,1,2,5,-1.0,8,0
33,0,0,0,2,1,11,45,-1.0,6,1
25,0,3,0,2,1,0,1,-1.0,7,0
30,0,0,0,2,1,7,1,-1.0,5,1
37,0,3,0,1,1,0,3,-1.0,3,1
43,0,2,0,0,0,7,9,-21.0,8,0
32,0,2,0,1,1,0,2,0.0,3,0
33,0,5,0,2,1,3,1,-1.0,7,0
39,0,5,0,1,1,4,1,-30.0,2,1
49,0,2,1,1,1,4,6,-11.0,1,0
24,0,2,2,1,1,0,19,-1.0,4,0
26,0,0,0,0,1,1,0,0.0,9,0
42,0,2,0,1,1,0,2,-1.0,2,0
22,0,0,2,2,1,1,7,-1.0,6,1
36,0,3,0,1,1,0,1,0.0,1,0
29,1,2,0,2,1,7,28,-1.0,7,1
39,1,2,0,1,1,0,19,0.0,3,0
27,0,0,0,2,1,13,15,0.0,6,1
38,0,2,0,2,1,2,8,-1.0,5,1
20,0,2,2,1,1,0,4,-1.0,2,1
25,0,0,0,0,1,4,87,-1.0,10,1
53,1,2,1,1,1,0,1,-1.0,1,0
27,1,0,0,0,0,0,7,-1.0,8,1
21,0,5,2,2,1,0,7,-1.0,5,1
50,1,2,1,1,1,1,6,-1.0,1,1
41,0,0,0,2,1,4,1,-1.0,5,0
22,0,2,2,0,1,5,5,-2.0,8,1
22,0,2,2,2,1,0,3,-1.0,7,1
25,0,0,0,2,1,2,27,-1.0,5,0
42,0,0,0,1,1,1,2,-1.0,4,1
51,0,5,1,1,1,2,2,-1.0,1,0
24,0,0,2,1,1,0,0,0.0,3,0
37,0,0,0,1,1,4,93,0.0,4,0
37,1,2,0,1,1,0,1,-3.0,1,0
27,1,5,0,1,0,0,1,-1.0,2,0
21,0,5,2,2,1,0,6,-1.0,6,0
35,0,0,0,1,1,1,2,0.0,1,1
24,0,2,2,0,0,0,37,-1.0,8,0
49,1,2,1,1,1,2,2,-1.0,1,0
38,0,0,0,2,1,9,3,-5.0,6,0
61,1,5,1,1,1,0,1,-1.0,1,0
30,1,0,0,1,0,0,1,0.0,2,0
22,0,0,2,2,1,3,129,-1.0,6,0
25,0,0,0,2,1,0,2,-1.0,7,1
30,1,3,0,1,0,3,2,-1.0,3,1
52,1,2,1,1,1,0,1,-1.0,1,0
26,0,2,0,1,1,0,1,-1.0,2,0
26,1,5,0,1,1,0,2,-1.0,4,0
45,0,2,1,0,1,9,55,-1.0,9,1
20,0,0,2,0,1,0,1,-1.0,9,1
29,0,0,0,0,1,4,81,-1.0,8,0
43,0,2,0,2,1,1,70,-1.0,6,1
26,0,2,0,2,1,2,1,-1.0,5,0
46,0,0,1,1,0,4,1,-1.0,4,0
46,0,0,1,1,0,0,2,-1.0,1,0
29,0,0,0,0,1,12,6,-1.0,10,1
41,1,2,0,1,1,0,0,0.0,1,0
25,0,0,0,2,0,5,1,-1.0,7,0
23,0,0,2,2,1,2,19,-1.0,7,0
30,1,2,0,1,1,0,1,-1.0,3,0
34,0,2,0,2,1,1,3,-1.0,6,0
70,0,2,1,1,1,11,13,-13.0,1,1
52,0,2,1,1,1,2,2,-1.0,1,0
51,1,0,1,1,1,4,8,-26.0,2,0
45,0,4,1,0,0,15,2,-1.0,10,1
55,0,0,1,2,1,21,86,0.0,6,1
49,0,2,1,1,0,1,2,-1.0,1,0
47,0,2,1,1,0,0,1,0.0,1,0
27,1,0,0,1,1,0,2,0.0,2,0
25,1,2,0,2,1,5,1,-3.0,7,1
21,0,0,2,0,1,1,60,0.0,10,1
37,0,0,0,0,1,26,2,-1.0,10,1
21,0,0,2,0,1,1,50,-1.0,9,1
21,0,0,2,2,1,0,2,-2.0,6,0
25,0,0,0,0,1,4,1,0.0,10,1
27,0,0,0,2,0,3,2,-1.0,5,1
30,0,2,0,1,1,3,13,-1.0,4,1
70,1,2,1,1,1,0,1,-1.0,1,0
37,0,2,0,0,1,11,1,-1.0,9,1
46,0,0,1,2,1,5,3,0.0,5,1
40,1,5,0,1,1,4,3,-1.0,1,1
43,0,0,0,1,1,18,10,-1.0,4,1
38,0,0,0,2,1,15,56,0.0,6,0
29,0,0,0,1,1,0,1,0.0,4,0
37,1,0,0,1,1,8,2,0.0,2,1
38,0,3,0,1,1,3,1,-21.0,4,0
27,0,2,0,1,0,0,1,-4.0,3,0
20,1,5,2,2,0,0,11,0.0,5,1
44,1,3,0,1,1,0,1,0.0,1,0
31,1,2,0,2,1,6,2,-1.0,5,0
29,0,0,0,1,1,3,2,-1.0,2,1
30,1,0,0,1,0,0,1,-1.0,2,0
25,0,2,0,2,0,2,12,-25.0,5,1
40,0,0,0,1,1,3,2,-1.0,2,0
33,1,2,0,1,1,1,2,0.0,3,0
26,0,2,0,2,1,5,2,-1.0,5,1
31,1,3,0,1,1,1,2,0.0,3,0
61,1,2,1,1,1,1,1,-1.0,1,0
30,0,2,0,1,1,2,1,-1.0,4,0
62,1,2,1,1,1,0,3,-1.0,1,0
27,1,2,0,0,0,4,55,8.0,8,1
48,0,2,1,2,1,9,2,-1.0,6,0
40,0,2,0,1,0,0,2,-1.0,2,0
24,0,2,2,1,1,0,3,-1.0,4,0
22,0,0,2,1,1,0,2,-1.0,4,1
30,1,0,0,0,1,4,16,-1.0,8,1
63,1,2,1,1,1,0,1,0.0,1,0
33,0,0,0,0,1,4,2,-1.0,10,0
43,1,2,0,1,1,0,2,-5.0,4,1
26,0,0,0,0,1,3,34,0.0,10,1
51,0,0,1,1,1,1,8,-17.0,1,0
39,0,2,0,1,1,3,2,-1.0,1,1
30,1,3,0,1,0,0,2,-1.0,3,1
32,0,0,0,0,1,14,2,-1.0,8,1
22,1,0,2,2,1,0,1,-2.0,6,0
59,0,2,1,1,1,0,1,-1.0,1,0
38,1,0,0,2,1,37,31,-1.0,7,1
23,0,0,2,2,1,2,238,0.0,6,0
42,1,0,0,1,1,0,2,0.0,1,1
38,0,0,0,2,1,2,193,0.0,7,1
34,0,2,0,1,0,2,2,-1.0,3,0
36,0,0,0,1,0,7,3,-1.0,3,1
36,1,0,0,1,1,0,2,-1.0,3,1
31,0,0,0,1,1,1,14,-14.0,1,0
28,0,0,0,1,0,3,5,-1.0,4,1
28,0,0,0,1,1,1,1,0.0,2,1
43,0,0,0,1,1,0,2,-1.0,4,0
40,0,0,0,1,1,1,2,-1.0,1,0
31,0,0,0,0,1,15,3,-1.0,9,1
54,0,0,1,2,1,6,14,-1.0,7,1
24,0,0,2,0,1,17,131,-1.0,9,1
41,0,3,0,1,1,0,2,-3.0,1,1
21,0,0,2,0,1,1,243,-1.0,9,1
29,0,3,0,1,0,1,2,-1.0,2,1
22,0,0,2,1,1,0,1,-1.0,3,0
52,0,3,1,2,1,9,34,-1.0,7,1
40,0,5,0,1,0,0,2,-1.0,1,0
45,0,0,1,1,0,1,7,-1.0,4,0
29,1,0,0,1,1,1,1,0.0,2,1
46,0,0,1,2,1,10,10,-1.0,5,1
21,0,2,2,0,1,1,13,-1.0,8,0
35,0,2,0,2,1,6,2,-10.0,5,1
52,1,0,1,1,1,1,71,1.0,1,1
48,1,2,1,1,1,0,1,0.0,1,0
29,1,0,0,0,0,9,215,-1.0,8,1
48,1,2,1,1,1,0,2,-1.0,1,0
31,0,0,0,2,1,10,9,-8.0,6,1
21,0,2,2,0,1,3,128,-1.0,8,1
32,0,5,0,1,1,0,23,0.0,1,1
47,1,0,1,2,1,0,4,-1.0,5,0
21,0,0,2,0,1,3,1,-1.0,10,1
35,0,0,0,0,1,13,1,-1.0,10,0
46,1,0,1,1,1,3,21,-22.0,1,1
34,0,0,0,1,1,5,6,-1.0,4,1
52,0,0,1,1,1,2,4,-5.0,1,0
21,1,2,2,0,1,0,10,-1.0,8,1
53,1,2,1,1,1,1,2,-2.0,1,0
19,0,2,2,1,0,0,2,-1.0,3,1
22,1,0,2,2,1,0,3,-1.0,6,0
45,0,0,1,1,1,1,3,-1.0,3,0
27,0,2,0,1,0,0,2,-1.0,2,0
25,1,2,0,1,1,0,1,-1.0,2,0
30,0,2,0,1,1,0,0,0.0,4,1
31,0,0,0,2,1,2,0,0.0,5,1
28,0,2,0,1,1,3,2,-1.0,3,0
36,1,0,0,1,1,3,3,-1.0,2,1
27,0,0,0,2,1,7,11,-1.0,5,1
42,0,0,0,1,1,1,1,0.0,2,0
35,0,2,0,2,1,0,41,0.0,5,1
33,0,2,0,1,0,2,1,-29.0,2,0
24,0,3,2,0,1,6,219,-1.0,10,1
25,0,0,0,0,1,21,3,-14.0,10,1
42,1,2,0,1,0,0,2,-1.0,1,0
21,0,0,2,2,1,0,4,-1.0,6,1
28,1,0,0,1,0,0,1,0.0,2,0
27,0,0,0,0,1,25,41,18.0,10,1
21,0,2,2,2,0,0,3,-1.0,6,0
26,1,2,0,2,1,0,6,0.0,6,1
36,0,2,0,1,1,0,1,-1.0,1,0
49,0,2,1,2,1,0,2,-1.0,7,1
44,0,2,0,1,1,0,2,-1.0,2,1
28,1,2,0,1,1,1,25,-25.0,3,0
35,0,0,0,2,0,12,1,-2.0,7,1
34,0,0,0,1,1,3,1,-1.0,1,0
45,0,0,1,1,1,15,1,-1.0,3,1
28,0,0,0,1,1,9,17,-1.0,3,1
25,0,0,0,1,0,1,5,-1.0,3,0
21,1,0,2,0,1,1,1,0.0,8,0
48,0,0,1,1,1,1,1,-1.0,1,0
37,1,2,0,1,1,1,1,-1.0,2,0
24,0,0,2,2,1,3,1,-3.0,6,1
37,1,2,0,1,1,1,2,-1.0,1,1
39,0,2,0,1,1,1,1,-3.0,3,0
24,0,2,2,2,1,1,22,-1.0,5,1
49,0,5,1,1,1,2,1,-1.0,1,0
23,0,0,2,1,1,1,2,-1.0,2,1
43,0,2,0,2,1,5,1,-1.0,5,0
28,1,0,0,0,1,6,2,-1.0,8,1
53,1,0,1,1,1,1,1,-1.0,2,0
27,1,0,0,1,0,2,2,-14.0,4,1
39,1,2,0,1,1,0,3,-1.0,1,0
47,0,0,1,2,1,22,2,-1.0,7,1
28,0,0,0,1,1,4,3,-1.0,2,1
36,0,2,0,1,1,2,1,-4.0,1,0
24,0,0,2,0,0,1,4,-1.0,9,0
35,1,3,0,1,1,0,2,-1.0,2,0
23,0,0,2,2,1,3,2,0.0,7,0
26,0,0,0,1,1,2,2,-1.0,2,0
31,0,0,0,1,1,7,55,-1.0,4,1
30,0,0,0,0,0,14,6,0.0,10,1
25,1,2,0,2,1,2,2,0.0,6,0
24,0,0,2,0,1,6,2,0.0,10,1
34,0,3,0,1,1,1,1,-1.0,1,1
26,1,0,0,1,1,2,29,-29.0,4,0
60,0,3,1,1,1,0,2,-1.0,1,0
20,0,0,2,2,0,0,1,-1.0,5,0
23,0,2,2,1,1,0,1,0.0,3,0
26,0,0,0,2,1,5,7,-1.0,7,1
40,1,2,0,1,1,4,2,0.0,1,0
28,0,5,0,1,1,1,2,-1.0,3,1
49,0,3,1,1,1,1,6,-1.0,1,1
19,0,0,2,0,1,1,0,0.0,10,1
53,0,2,1,1,1,1,12,-12.0,1,0
24,0,0,2,1,0,0,1,-1.0,3,0
31,0,3,0,1,1,0,2,-5.0,1,0
33,0,2,0,1,0,2,0,-1.0,3,0
26,0,2,0,0,1,8,42,-1.0,10,1
32,0,2,0,1,1,2,1,-1.0,2,0
25,0,2,0,1,1,0,4,0.0,2,1
21,0,0,2,1,1,1,1,-1.0,2,0
38,0,0,0,2,1,3,2,0.0,5,0
23,0,2,2,1,1,0,2,-4.0,2,0
20,0,2,2,2,1,0,9,-1.0,6,1
39,0,2,0,1,0,4,2,-2.0,1,1
24,0,0,2,1,1,1,7,-1.0,2,1
23,0,3,2,1,1,0,1,0.0,2,0
49,0,0,1,1,1,3,1,-1.0,4,0
31,0,0,0,2,1,7,78,-1.0,7,1
20,0,0,2,2,1,1,17,-26.0,6,1
28,1,2,0,1,1,0,14,0.0,3,0
67,0,2,1,1,1,3,2,-1.0,1,0
33,0,3,0,1,1,0,2,0.0,1,0
52,0,0,1,1,1,0,1,-1.0,1,0
45,0,0,1,2,1,17,47,-1.0,7,1
27,0,0,0,2,1,8,2,-1.0,7,1
22,0,2,2,0,1,1,2,-1.0,9,0
40,1,2,0,1,1,0,1,-1.0,1,1
30,1,2,0,0,1,1,1,0.0,8,1
42,0,0,0,1,1,1,1,-1.0,1,0
24,0,0,2,1,1,2,2,0.0,3,1
46,0,2,1,1,1,4,3,-5.0,2,0
38,0,0,0,1,1,4,0,0.0,3,0
32,1,3,0,1,0,0,8,-1.0,3,1
26,1,2,0,2,1,0,2,-1.0,5,0
54,1,2,1,1,1,1,2,-1.0,1,1
27,0,3,0,1,1,2,11,-10.0,3,0
61,0,2,1,1,1,1,2,0.0,4,0
51,1,0,1,1,1,1,1,-1.0,4,1
57,0,2,1,1,1,0,28,0.0,1,0
24,1,2,2,2,1,3,2,-1.0,5,1
34,0,0,0,1,1,1,1,-1.0,1,0
27,0,3,0,1,1,1,2,-1.0,2,0
28,1,0,0,2,0,10,4,15.0,7,1
35,1,0,0,0,1,10,1,0.0,8,1
30,0,0,0,2,1,6,2,0.0,6,1
44,0,0,0,1,1,0,2,-1.0,1,0
61,0,2,1,2,1,10,23,-1.0,6,0
26,0,0,0,0,1,1,1,-1.0,9,1
48,0,0,1,2,1,10,5,-1.0,7,1
42,1,0,0,1,1,4,1,0.0,1,0
38,0,2,0,0,1,10,1,-1.0,8,1
53,1,2,1,1,0,0,1,-1.0,1,0
26,1,0,0,0,1,3,2,-1.0,10,0
22,0,0,2,2,1,1,1,-1.0,7,1
50,0,2,1,2,1,0,31,-1.0,7,0
44,1,2,0,2,1,16,82,-1.0,7,0
24,0,0,2,2,1,4,2,-1.0,6,1
21,0,0,2,2,1,0,2,-1.0,7,1
50,0,2,1,1,1,0,3,0.0,1,0
36,1,2,0,1,0,0,2,0.0,1,0
39,0,2,0,1,1,0,55,-1.0,3,0
54,0,0,1,2,0,7,19,-1.0,6,0
29,1,0,0,1,1,0,1,0.0,2,0
26,1,2,0,2,1,0,1,-1.0,6,0
41,0,0,0,1,1,3,2,-1.0,4,1
23,0,0,2,2,1,1,3,-1.0,6,1
34,1,2,0,1,1,0,1,-1.0,1,0
31,0,2,0,2,1,11,12,0.0,7,1
20,0,0,2,1,1,0,2,-1.0,3,0
49,0,0,1,2,1,10,44,-1.0,6,1
26,0,0,0,0,1,4,1,0.0,8,1
28,0,0,0,1,1,1,1,-1.0,4,1
26,0,0,0,1,1,0,1,-1.0,2,0
55,0,0,1,1,1,1,1,-1.0,4,0
22,1,0,2,0,1,0,3,-1.0,9,0
26,1,0,0,1,0,0,2,-1.0,4,0
56,1,5,1,1,1,0,2,0.0,1,0
46,0,5,1,1,1,2,2,-1.0,3,0
58,0,0,1,2,1,16,69,-1.0,6,1
28,0,0,0,2,1,4,30,-1.0,7,0
33,0,0,0,2,1,8,2,-1.0,6,0
31,1,0,0,1,0,0,1,-1.0,2,0
26,1,0,0,2,1,1,1,0.0,5,0
34,1,2,0,1,1,0,1,-1.0,1,0
33,0,5,0,1,1,0,2,-1.0,1,0
32,0,0,0,1,0,0,1,-1.0,2,0
37,0,0,0,2,1,9,2,0.0,6,1
50,0,0,1,2,1,1,1,-22.0,5,0
35,0,2,0,1,1,1,3,-1.0,2,0
47,1,2,1,1,0,0,5,-6.0,3,1
52,0,0,1,0,0,8,44,-1.0,9,0
26,0,0,0,2,1,5,7,-1.0,7,1
45,0,0,1,1,1,13,1,-1.0,1,1
19,1,5,2,0,1,0,2,-1.0,9,1
41,0,0,0,1,1,8,2,-1.0,2,1
24,1,0,2,1,1,0,2,0.0,2,0
21,0,0,2,0,1,1,2,-1.0,9,0
54,1,2,1,1,1,0,1,-1.0,1,0
49,0,2,1,1,1,0,74,-1.0,1,0
42,0,2,0,1,1,1,293,0.0,2,0
21,0,0,2,1,1,1,2,0.0,4,1
46,0,2,1,0,1,5,0,0.0,8,1
74,1,2,1,1,1,0,1,0.0,1,0
38,0,3,0,1,0,0,1,0.0,1,0
39,0,0,0,1,0,1,1,-1.0,1,0
38,0,0,0,1,0,0,5,-1.0,1,0
19,0,0,2,2,1,1,2,-1.0,7,1
28,0,2,0,1,1,0,2,-1.0,2,1
25,0,0,0,2,1,1,29,-1.0,6,1
53,1,2,1,1,1,1,1,-1.0,1,0
23,0,0,2,0,1,2,77,-1.0,9,0
55,0,2,1,0,1,33,243,-1.0,9,1
64,0,2,1,1,0,1,2,-1.0,1,0
23,1,0,2,2,1,1,28,-1.0,7,1
23,0,0,2,0,1,4,1,-1.0,8,1
41,0,3,0,1,0,0,1,0.0,1,0
53,1,5,1,1,1,0,1,0.0,1,0
34,0,0,0,1,1,0,3,-1.0,1,0
24,0,3,2,1,1,0,2,-1.0,1,1
26,1,0,0,1,1,1,33,-1.0,1,0
44,0,2,0,1,1,4,2,-1.0,2,0
27,0,2,0,1,0,0,6,0.0,2,0
28,0,2,0,0,1,14,1,-1.0,9,0
55,1,2,1,1,1,1,2,-1.0,1,0
36,0,0,0,2,1,15,2,-1.0,5,0
23,0,0,2,1,1,1,2,-1.0,4,0
56,1,0,1,1,1,1,1,0.0,1,0
27,0,2,0,2,1,2,1,-1.0,6,1
37,1,2,0,2,1,1,2,-1.0,6,0
32,0,0,0,0,1,1,2,-1.0,8,1
41,1,0,0,0,1,18,34,-1.0,10,1
22,0,0,2,2,1,1,2,-1.0,6,1
37,0,2,0,1,1,1,1,-1.0,2,1
45,1,0,1,1,1,3,2,0.0,2,0
31,0,0,0,0,0,14,2,-1.0,8,0
42,0,0,0,2,1,7,2,-1.0,5,1
26,0,0,0,0,1,20,30,-1.0,9,1
33,0,2,0,0,1,0,1,0.0,9,1
22,1,2,2,1,1,0,1,0.0,2,1
36,1,0,0,1,0,1,0,0.0,1,0
54,1,2,1,1,1,0,1,0.0,1,0
25,0,0,0,0,1,5,156,-1.0,9,1
24,0,2,2,2,1,3,40,-1.0,5,1
23,1,3,2,2,1,0,2,-1.0,7,0
61,1,2,1,1,1,0,1,0.0,1,0
42,1,2,0,1,0,0,1,-1.0,1,0
28,1,2,0,1,1,1,0,0.0,2,1
27,1,0,0,2,1,1,3,-1.0,5,0
24,1,2,2,1,1,2,16,-18.0,3,0
32,0,0,0,0,1,16,1,-1.0,10,1
38,0,2,0,1,1,0,8,-7.0,1,0
21,1,2,2,1,1,1,1,-1.0,3,0
27,0,0,0,2,1,1,169,-1.0,7,1
39,0,2,0,1,1,0,0,-1.0,4,0
29,0,2,0,1,1,0,2,-1.0,1,0
29,0,2,0,1,1,1,1,-2.0,3,0
36,0,2,0,1,1,1,3,23.0,4,1
46,0,0,1,2,1,0,1,0.0,7,1
44,0,0,0,2,1,7,25,-1.0,6,0
27,1,0,0,1,1,0,2,-1.0,2,0
27,0,0,0,2,1,8,50,-1.0,7,1
61,1,2,1,1,1,0,3,0.0,1,0
47,1,0,1,1,1,0,1,-1.0,1,1
27,1,0,0,1,1,1,1,-1.0,1,0
28,0,2,0,1,1,0,2,-1.0,2,1
31,1,2,0,2,0,1,11,-1.0,5,1
26,1,2,0,1,1,9,2,0.0,4,1
53,0,0,1,1,1,2,8,-1.0,2,1
26,0,0,0,2,1,1,23,-1.0,5,1
25,0,0,0,1,1,2,19,-23.0,4,0
23,1,5,2,0,1,5,33,-1.0,10,1
21,1,0,2,0,0,4,1,-1.0,8,1
23,1,0,2,1,1,1,3,0.0,4,0
30,1,5,0,1,1,3,1,-1.0,1,0
45,0,0,1,1,0,2,12,-1.0,3,0
27,1,0,0,2,1,2,10,-1.0,5,1
26,1,0,0,1,0,0,1,-1.0,2,0
21,0,2,2,0,1,0,8,-1.0,8,1
62,1,2,1,1,0,0,4,-1.0,1,0
48,0,2,1,1,1,0,28,-1.0,3,0
53,1,0,1,1,1,1,1,-1.0,1,0
62,1,0,1,1,1,3,2,-1.0,3,1
28,0,0,0,0,1,5,137,-1.0,10,0
56,0,2,1,1,1,1,2,0.0,2,0
35,0,3,0,1,1,2,9,-8.0,1,0
56,1,3,1,1,0,2,50,-1.0,1,1
22,0,0,2,2,1,2,2,-1.0,7,1
26,0,0,0,0,1,5,37,-1.0,8,1
35,1,0,0,2,1,4,2,0.0,5,0
22,0,0,2,1,1,1,16,-1.0,3,1
37,0,0,0,1,0,7,2,-1.0,3,0
32,0,0,0,1,0,0,1,0.0,2,0
33,0,0,0,2,0,3,10,-1.0,6,1
38,0,5,0,1,1,2,1,0.0,3,1
53,1,2,1,1,1,0,2,-1.0,1,0
32,1,2,0,1,1,0,1,-1.0,1,0
26,1,2,0,1,1,0,1,-1.0,2,0
61,1,2,1,1,1,0,3,-1.0,1,0
21,1,0,2,0,1,0,1,-1.0,10,0
69,1,0,1,2,1,22,2,-1.0,5,0
26,1,0,0,1,1,0,1,0.0,4,0
30,0,0,0,0,1,9,197,-1.0,10,1
21,0,2,2,1,1,1,1,-5.0,4,0
41,1,2,0,1,1,0,1,0.0,2,0
45,0,0,1,2,1,0,1,-1.0,6,1
31,0,0,0,2,1,10,2,-1.0,5,1
22,0,2,2,1,1,0,2,-2.0,3,0
54,0,2,1,1,0,0,21,0.0,3,1
50,1,2,1,1,1,2,1,-1.0,1,1
37,0,5,0,1,1,11,2,-1.0,3,0
21,0,0,2,0,0,0,2,-1.0,8,1
23,1,3,2,2,1,6,6,-1.0,7,1
30,0,2,0,1,1,0,1,-1.0,3,1
30,0,0,0,0,1,11,3,-1.0,8,1
26,1,2,0,1,1,5,1,0.0,4,0
59,1,0,1,1,0,0,1,-1.0,2,0
29,0,0,0,0,1,13,2,-1.0,8,1
67,0,3,1,1,1,0,1,-3.0,1,0
30,0,2,0,0,1,13,34,-2.0,8,1
25,1,0,0,2,1,5,1,-1.0,5,1
45,0,3,1,2,1,8,2,-1.0,6,0
22,0,0,2,1,1,0,0,0.0,3,0
41,0,0,0,1,1,8,3,0.0,1,1
46,0,1,1,2,1,3,60,-1.0,5,1
27,1,5,0,2,1,0,2,-1.0,5,0
37,0,0,0,2,0,13,2,-1.0,6,0
22,0,0,2,1,1,0,14,-1.0,3,1
19,0,0,2,1,1,0,1,-1.0,4,1
45,1,2,1,1,1,2,1,-1.0,2,0
33,0,0,0,0,0,5,1,-1.0,9,1
52,0,0,1,2,1,7,182,-1.0,5,0
21,0,0,2,2,0,0,2,-1.0,6,0
43,1,0,0,0,1,6,1,0.0,10,1
33,0,2,0,2,1,3,2,-1.0,6,0
26,0,0,0,0,1,3,4,-1.0,10,1
37,1,2,0,1,1,0,2,-1.0,3,0
38,0,0,0,1,1,1,8,-8.0,1,1
35,1,3,0,1,1,1,1,-1.0,1,1
27,0,0,0,1,1,1,1,-1.0,2,1
40,0,5,0,1,1,1,1,0.0,1,0
21,0,0,2,2,1,1,1,-2.0,5,0
38,0,2,0,0,1,3,2,-1.0,9,1
37,1,2,0,1,1,0,1,-1.0,4,0
44,0,2,0,1,1,0,2,-1.0,1,0
30,0,0,0,1,1,0,2,-1.0,2,0
40,0,3,0,1,1,0,1,0.0,1,0
49,0,2,1,1,1,1,2,-22.0,1,0
67,1,2,1,1,1,0,1,0.0,1,0
59,0,0,1,0,1,14,34,-1.0,8,1
21,0,0,2,0,1,1,2,-1.0,10,1
31,1,2,0,2,1,6,11,-1.0,7,0
50,0,2,1,1,0,2,1,-1.0,1,1
30,0,0,0,1,1,7,1,-1.0,3,0
28,1,2,0,1,1,1,1,-1.0,2,0
48,0,0,1,2,1,7,3,-1.0,7,1
55,1,2,1,1,1,0,1,-1.0,1,0
42,1,2,0,1,1,0,3,-1.0,3,0
34,1,0,0,2,1,0,30,0.0,7,1
43,1,0,0,2,1,4,1,0.0,5,1
44,0,0,0,1,1,0,43,0.0,1,0
29,0,3,0,2,1,17,3,0.0,6,1
25,0,2,0,2,1,2,1,-1.0,5,1
32,1,0,0,1,0,0,2,-1.0,3,1
96,0,3,1,1,1,2,1,-3.0,2,1
29,1,3,0,1,1,0,2,-1.0,2,0
27,0,3,0,2,1,8,2,-1.0,5,1
31,1,3,0,2,1,0,1,-3.0,5,0
24,0,0,2,1,1,1,1,-1.0,3,1
34,0,0,0,2,1,0,242,0.0,7,1
48,0,0,1,1,1,2,2,0.0,1,1
41,0,0,0,1,1,1,3,-1.0,1,0
26,1,0,0,0,1,12,11,-1.0,9,1
42,0,0,0,2,1,0,8,0.0,5,1
29,1,0,0,2,1,0,43,-1.0,5,0
26,1,2,0,1,1,0,2,-1.0,2,0
27,0,0,0,1,0,1,45,0.0,3,0
35,1,2,0,1,1,4,32,-1.0,2,0
54,0,2,1,1,1,1,1,-1.0,1,0
20,0,0,2,2,1,0,1,-1.0,6,0
27,0,2,0,2,1,0,2,-3.0,6,0
